0  40  80   0  0
1  35  93   0  0
2  32  103  0  0
3  30  116  0  0
4  32  130  0  0
5  31  139  0  0
6  29  153  0  0
7  26  168  0  0
8  23  185  0  0
9  22  200  0  0
10 22  224  0  0
11 21  242  0  0
12 22  257  0  0
13 25  268  0  0
14 24  290  0  0
15 23  313  0  0
16 25  331  0  0
17 25  347  0  0
18 25  370  0  0
19 26  388  0  0
20 26  404  0  0
21 25  421  0  0
22 24  432  0  0
23 25  445  0  0
24   25  458  0  0
25   27  474  0  0
26   25  488  0  0
27   25  509  0  0
28   26  526  0  0
29   28  535  0  0
30   32  551  0  0
31   31  572  0  0
32   29  591  0  0
33   34  608  0  0
34   34  626  0  0
35   34  644  0  0
36   35  656  0  0
37   36  671  0  0
38   37  688  0  0
39   36  702  0  0
40   35  717  0  0
41   35  731  0  0
42   36  747  0  0
43   38  763  0  0
44   40  781  0  0
45   42  794  0  0
46   43  812  0  0
47   42  823  0  0
48   45  838  0  0
49   45  857  0  0
50   52  862  0  0
51   54  868  0  0
52   60  879  0  0
53   60  895  0  0
54   61  913  0  0
55   62  930  0  0
56   65  949  0  0
57   67  964  0  0
58   68  975  0  0
59   69  985  0  0
60   74  991  0  0
61   76  1003  0  0
62   77  1020  0  0
63   77  1036  0  0
64   76  1053  0  0
65   82  1062  0  0
66   87  1068  0  0
67   90  1078  0  0
68   95  1088  0  0
69   98  1098  0  0
70   100  1103  0  0
71   105  1115  0  0
72   109  1126  0  0
73   107  1135  0  0
74   105  1144  0  0
75   109  1159  0  0
76   114  1166  0  0
77   115  1179  0  0
78   119  1187  0  0
79   124  1195  0  0
80   126  1210  0  0
81   129  1219  0  0
82   131  1228  0  0
83   135  1237  0  0
84   141  1241  0  0
85   144  1254  0  0
86   147  1266  0  0
87   151  1271  0  0
88   159  1275  0  0
89   161  1287  0  0
90   163  1291  0  0
91   169  1297  0  0
92   175  1298  0  0
93   181  1307  0  0
94   186  1314  0  0
95   190  1325  0  0
96   192  1334  0  0
97   194  1338  0  0
98   199  1345  0  0
99   202  1352  0  0
100   207  1357  0  0
101   212  1362  0  0
102   219  1361  0  0
103   222  1368  0  0
104   225  1375  0  0
105   231  1378  0  0
106   235  1391  0  0
107   239  1391  0  0
108   247  1388  0  0
109   252  1388  0  0
110   255  1395  0  0
111   261  1399  0  0
112   268  1402  0  0
113   272  1408  0  0
114   281  1412  0  0
115   285  1415  0  0
116   293  1422  0  0
117   298  1421  0  0
118   304  1424  0  0
119   309  1435  0  0
120   314  1435  0  0
121   321  1437  0  0
122   336  1429  0  0
123   340  1434  0  0
124   347  1430  0  0
125   349  1433  0  0
126   358  1434  0  0
127   360  1441  0  0
128   371  1434  0  0
129   377  1440  0  0
130   379  1441  0  0
131   385  1442  0  0
132   387  1448  0  0
133   392  1453  0  0
134   397  1458  0  0
135   405  1455  0  0
136   414  1447  0  0
137   424  1440  0  0
138   433  1440  0  0
139   441  1440  0  0
140   445  1447  0  0
141   452  1446  0  0
142   461  1441  0  0
143   467  1442  0  0
144   475  1443  0  0
145   483  1438  0  0
146   492  1436  0  0
147   499  1434  0  0
148   507  1432  0  0
149   515  1430  0  0
150   522  1425  0  0
151   529  1422  0  0
152   536  1419  0  0
153   547  1411  0  0
154   552  1408  0  0
155   558  1406  0  0
156   563  1406  0  0
157   573  1402  0  0
158   578  1406  0  0
159   583  1405  0  0
160   588  1400  0  0
161   595  1398  0  0
162   606  1392  0  0
163   611  1395  0  0
164   616  1395  0  0
165   623  1387  0  0
166   628  1385  0  0
167   639  1375  0  0
168   650  1363  0  0
169   654  1359  0  0
170   662  1356  0  0
171   670  1351  0  0
172   677  1346  0  0
173   684  1341  0  0
174   690  1341  0  0
175   709  1328  0  0
176   720  1317  0  0
177   730  1312  0  0
178   740  1307  0  0
179   746  1301  0  0
180   753  1299  0  0
181   761  1292  0  0
182   768  1285  0  0
183   785  1273  0  0
184   789  1271  0  0
185   791  1269  0  0
186   798  1264  0  0
187   806  1257  0  0
188   815  1250  0  0
189   827  1241  0  0
190   840  1227  0  0
191   855  1210  0  0
192   858  1206  0  0
193   864  1203  0  0
194   872  1193  0  0
195   880  1182  0  0
196   891  1172  0  0
197   897  1166  0  0
198   908  1154  0  0
199   920  1145  0  0
200   928  1136  0  0
201   938  1128  0  0
202   947  1122  0  0
203   958  1113  0  0
204   965  1105  0  0
205   973  1097  0  0
206   973  1100  0  0
207   980  1096  0  0
208   993  1088  0  0
209   1002  1084  0  0
210   1013  1077  0  0
211   1024  1068  0  0
212   1028  1068  0  0
213   1044  1055  0  0
214   1058  1044  0  0
215   1068  1038  0  0
216   1078  1031  0  0
217   1084  1021  0  0
218   1087  1016  0  0
219   1093  1009  0  0
220   1102  999  0  0
221   1108  989  0  0
222   1113  981  0  0
223   1120  977  0  0
224   1132  966  0  0
225   1141  957  0  0
226   1146  952  0  0
227   1151  946  0  0
228   1151  949  0  0
229   1159  940  0  0
230   1165  934  0  0
231   1176  925  0  0
232   1185  916  0  0
233   1186  914  0  0
234   1194  905  0  0
235   1198  898  0  0
236   1208  890  0  0
237   1216  883  0  0
238   1227  871  0  0
239   1234  862  0  0
240   1238  858  0  0
241   1246  846  0  0
242   1253  838  0  0
243   1262  827  0  0
244   1272  816  0  0
245   1277  807  0  0
246   1283  801  0  0
247   1295  789  0  0
248   1295  784  0  0
249   1300  780  0  0
250   1308  770  0  0
251   1313  759  0  0
252   1317  752  0  0
253   1322  748  0  0
254   1331  734  0  0
255   1334  725  0  0
256   1345  710  0  0
257   1358  693  0  0
258   1359  689  0  0
259   1360  684  0  0
260   1366  672  0  0
261   1374  663  0  0
262   1376  655  0  0
263   1375  652  0  0
264   1383  638  0  0
265   1395  627  0  0
266   1392  622  0  0
267   1399  610  0  0
268   1400  605  0  0
269   1405  598  0  0
270   1411  587  0  0
271   1410  579  0  0
272   1414  572  0  0
273   1420  560  0  0
274   1427  550  0  0
275   1426  540  0  0
276   1427  532  0  0
277   1430  525  0  0
278   1438  517  0  0
279   1439  510  0  0
280   1437  507  0  0
281   1437  497  0  0
282   1437  492  0  0
283   1441  486  0  0
284   1441  480  0  0
285   1443  476  0  0
286   1441  474  0  0
287   1440  471  0  0
